moc_id,state_district,chamber,name,party,twitter_handle
355,North Carolina 3rd District,U.S. Representative,"Murphy, Greg",R,@RepGregMurphy
356,North Carolina 4th District,U.S. Representative,"Price, David",D,@RepDavidEPrice
357,North Carolina 5th District,U.S. Representative,"Foxx, Virginia",R,@virginiafoxx
358,North Carolina 6th District,U.S. Representative,"Manning, Kathy",D,@KathyManningNC
359,North Carolina 7th District,U.S. Representative,"Rouzer, David",R,@RepDavidRouzer
360,North Carolina 8th District,U.S. Representative,"Hudson, Richard",R,@RepRichHudson
361,North Carolina 9th District,U.S. Representative,"Bishop, Dan",R,@jdanbishop
362,North Carolina 10th District,U.S. Representative,"McHenry, Patrick T.",R,@PatrickMcHenry
363,North Carolina 11th District,U.S. Representative,"Cawthorn, Madison",R,@CawthornforNC
364,North Carolina 12th District,U.S. Representative,"Adams, Alma",D,@RepAdams
365,North Carolina 13th District,U.S. Representative,"Budd, Ted",R,@BuddforCongress
366,North Dakota,U.S. Senator,"Hoeven, John",R,@SenJohnHoeven
367,North Dakota,U.S. Senator,"Cramer, Kevin",R,@SenKevinCramer
368,North Dakota At-Large,U.S. Representative,"Armstrong, Kelly",R,@RepArmstrongND
369,Northern Mariana Islands At-Large,U.S. Representative,"Sablan, Gregorio",D,@Kilili_Sablan
370,Ohio,U.S. Senator,"Portman, Rob",R,@senrobportman
371,Ohio,U.S. Senator,"Brown, Sherrod",D,@SenSherrodBrown
372,Ohio 1st District,U.S. Representative,"Chabot, Steve",R,@RepSteveChabot
373,Ohio 2nd District,U.S. Representative,"Wenstrup, Brad",R,@RepBradWenstrup
374,Ohio 3rd District,U.S. Representative,"Beatty, Joyce",D,@RepBeatty
375,Ohio 4th District,U.S. Representative,"Jordan, Jim",R,@Jim_Jordan
376,Ohio 5th District,U.S. Representative,"Latta, Robert E.",R,@boblatta
377,Ohio 6th District,U.S. Representative,"Johnson, Bill",R,@RepBillJohnson
378,Ohio 7th District,U.S. Representative,"Gibbs, Bob",R,@RepBobGibbs
379,Ohio 8th District,U.S. Representative,"Davidson, Warren",R,@WarrenDavidson
380,Ohio 9th District,U.S. Representative,"Kaptur, Marcy",D,@RepMarcyKaptur
381,Ohio 10th District,U.S. Representative,"Turner, Michael",R,@RepMikeTurner
382,Ohio 11th District,U.S. Representative,"Brown, Shontel",D,@ShontelMBrown
383,Ohio 12th District,U.S. Representative,"Balderson, Troy",R,@RepBalderson
384,Ohio 13th District,U.S. Representative,"Ryan, Tim",D,@RepTimRyan
385,Ohio 14th District,U.S. Representative,"Joyce, David",R,@RepDaveJoyce
386,Ohio 15th District,U.S. Representative,"Carey, Mike",R,@MikeCareyOH15
387,Ohio 16th District,U.S. Representative,"Gonzalez, Anthony",R,@RepAGonzalez
388,Oklahoma,U.S. Senator,"Lankford, James",R,@SenatorLankford
389,Oklahoma,U.S. Senator,"Inhofe, Jim",R,@InhofePress
390,Oklahoma 1st District,U.S. Representative,"Hern, Kevin",R,@RepKevinHern
391,Oklahoma 2nd District,U.S. Representative,"Mullin, Markwayne",R,@RepMullin
392,Oklahoma 3rd District,U.S. Representative,"Lucas, Frank",R,@RepFrankLucas
393,Oklahoma 4th District,U.S. Representative,"Cole, Tom",R,@TomColeOK04
394,Oklahoma 5th District,U.S. Representative,"Bice, Stephanie",R,@stephaniebice
395,Oregon,U.S. Senator,"Wyden, Ron",D,@RonWyden
396,Oregon,U.S. Senator,"Merkley, Jeff",D,@SenJeffMerkley
397,Oregon 1st District,U.S. Representative,"Bonamici, Suzanne",D,@RepBonamici
398,Oregon 2nd District,U.S. Representative,"Bentz, Cliff",R,@RepBentz
399,Oregon 3rd District,U.S. Representative,"Blumenauer, Earl",D,@repblumenauer
400,Oregon 4th District,U.S. Representative,"DeFazio, Peter",D,@RepPeterDeFazio
401,Oregon 5th District,U.S. Representative,"Schrader, Kurt",D,@RepSchrader
402,Puerto Rico At-Large,U.S. Representative,"Gonzalez-Colon, Jenniffer",R,@Jenniffer2012
403,Pennsylvania,U.S. Senator,"Toomey, Patrick",R,@SenToomey
404,Pennsylvania,U.S. Senator,"Casey, Bob Jr.",D,@SenBobCasey
405,Pennsylvania 1st District,U.S. Representative,"Fitzpatrick, Brady",R,@RepBrianFitz
406,Pennsylvania 2nd District,U.S. Representative,"Boyle, Brendan",D,@CongBoyle
407,Pennsylvania 3rd District,U.S. Representative,"Evans, Dwight",D,@RepDwightEvans
408,Pennsylvania 4th District,U.S. Representative,"Dean, Madeleine",D,@RepDean
409,Pennsylvania 5th District,U.S. Representative,"Scanlon, Mary-Gay",D,@RepMGS
410,Pennsylvania 6th District,U.S. Representative,"Houlahan, Chrissy",D,@RepHoulahan
411,Pennsylvania 7th District,U.S. Representative,"Wild, Susan",D,@RepSusanWild
412,Pennsylvania 8th District,U.S. Representative,"Cartwright, Matt",D,@RepCartwright
413,Pennsylvania 9th District,U.S. Representative,"Meuser, Daniel",R,@RepMeuser
414,Pennsylvania 10th District,U.S. Representative,"Perry, Scott",R,@RepScottPerry
415,Pennsylvania 11th District,U.S. Representative,"Smucker, Lloyd",R,@RepLloyd
416,Pennsylvania 12th District,U.S. Representative,"Keller, Fred",R,@RepFredKelle
417,Pennsylvania 13th District,U.S. Representative,"Joyce, John",R,@RepJohnJoyce
418,Pennsylvania 14th District,U.S. Representative,"Reschenthaler, Guy",R,@GReschenthaler
419,Pennsylvania 15th District,U.S. Representative,"Thompson, Glenn",R,@CongressmanGT
420,Pennsylvania 16th District,U.S. Representative,"Kelly, Mike",R,@MikeKellyforPA
421,Pennsylvania 17th District,U.S. Representative,"Lamb, Conor",D,@RepConorLamb
422,Pennsylvania 18th District,U.S. Representative,"Doyle, Michael",D,@USRepMikeDoyle
423,Rhode Island,U.S. Senator,"Whitehouse, Sheldon",D,@SenWhitehouse
424,Rhode Island,U.S. Senator,"Reed, Jack",D,@SenJackReed
425,Rhode Island 1st District,U.S. Representative,"Cicilline, David",D,@RepCicilline
426,Rhode Island 2nd District,U.S. Representative,"Langevin, Jim",D,@jimlangevin
427,South Carolina,U.S. Senator,"Scott, Tim",R,@SenatorTimScott
428,South Carolina,U.S. Senator,"Graham, Lindsey",R,@LindsayGrahamSC
429,South Carolina 1st District,U.S. Representative,"Mace, Nancy",R,@NancyMace
430,South Carolina 2nd District,U.S. Representative,"Wilson, Joe",R,@RepJoeWilson
431,South Carolina 3rd District,U.S. Representative,"Duncan, Jeff",R,@RepJeffDuncan
432,South Carolina 4th District,U.S. Representative,"Timmons, William",R,@RepTimmons
433,South Carolina 5th District,U.S. Representative,"Norman, Ralph",R,@RepRalphNorman
434,South Carolina 6th District,U.S. Representative,"Clyburn, James E.",D,@WhipClyburn
435,South Carolina 7th District,U.S. Representative,"Rice, Tom",R,@RepTomRice
436,South Dakota,U.S. Senator,"Thune, John",R,@SenJohnThune
437,South Dakota,U.S. Senator,"Rounds, Mike",R,@SenatorRounds
438,South Dakota At-Large,U.S. Representative,"Johnson, Dusty",R,@RepDustyJohnson
439,Tennessee,U.S. Senator,"Blackburn, Marsha",R,@MarshaBlackburn
440,Tennessee,U.S. Senator,"Hagerty, Bill",R,@BillHagertyTN
441,Tennessee 1st District,U.S. Representative,"Harshbarger, Diana",R,@DHarshbargerTN1
442,Tennessee 2nd District,U.S. Representative,"Burchett, Tim",R,@RepTimBurchett
443,Tennessee 3rd District,U.S. Representative,"Fleischmann, Chuck",R,@RepChuck
444,Tennessee 4th District,U.S. Representative,"DesJarlais, Scott",R,@DesJarlaisTN04
445,Tennessee 5th District,U.S. Representative,"Cooper, Jim",D,@repjimcooper
446,Tennessee 6th District,U.S. Representative,"Rose, John W.",R,@RepJohnRose
447,Tennessee 7th District,U.S. Representative,"Green, Mark",R,@RepMarkGreen
448,Tennessee 8th District,U.S. Representative,"Kustoff, David",R,@DavidKustoff
449,Tennessee 9th District,U.S. Representative,"Cohen, Steve",D,@RepCohen
450,Texas,U.S. Senator,"Cruz, Ted",R,@SenTedCruz
451,Texas,U.S. Senator,"Cornyn, John",R,@JohnCornyn
452,Texas 1st District,U.S. Representative,"Gohmert, Louie",R,@replouiegohmert
453,Texas 2nd District,U.S. Representative,"Crenshaw, Dan",R,@RepDanCrenshaw
454,Texas 3rd District,U.S. Representative,"Taylor, Van",R,@RepVanTaylor
455,Texas 4th District,U.S. Representative,"Fallon, Pat",R,@FallonForTexas
456,Texas 5th District,U.S. Representative,"Gooden, Lance",R,@Lancegooden
457,Texas 6th District,U.S. Representative,"Ellzey, Jake",R,@JakeEllzey
458,Texas 7th District,U.S. Representative,"Fletcher, Lizzie",D,@RepFletcher
459,Texas 8th District,U.S. Representative,"Brady, Kevin",R,@RepKevinBrady
460,Texas 9th District,U.S. Representative,"Green, Al",D,@RepAlGreen
461,Texas 10th District,U.S. Representative,"McCaul, Michael T.",R,@RepMcCaul
462,Texas 11th District,U.S. Representative,"Pfluger, August",R,@AugustPfluger
463,Texas 12th District,U.S. Representative,"Granger, Kay",R,@RepKayGranger
464,Texas 13th District,U.S. Representative,"Jackson, Ronny",R,@RonnyJacksonTX
465,Texas 14th District,U.S. Representative,"Weber, Randy",R,@TXRandy14
466,Texas 15th District,U.S. Representative,"Gonzalez, Vincente",D,@RepGonzalez
467,Texas 16th District,U.S. Representative,"Escobar, Veronica ",D,@RepEscobar
468,Texas 17th District,U.S. Representative,"Sessions, Pete",R,@SessionsTX17
469,Texas 18th District,U.S. Representative,"Jackson Lee, Sheila",D,@JacksonLeeTX18
470,Texas 19th District,U.S. Representative,"Arrington, Jodey",R,@JodeyArrington
471,Texas 20th District,U.S. Representative,"Castro, Joaquin",D,@JoaquinCastrotx
472,Texas 21st District,U.S. Representative,"Roy, Chip",R,@RepChipRoy
473,Texas 22nd District,U.S. Representative,"Nehls, Troy",R,@SheriffTNehls
474,Texas 23rd District,U.S. Representative,"Gonzales, Tony",R,@TonyGonzales4TX
475,Texas 24th District,U.S. Representative,"Van Duyne, Beth",R,@Bethvanduyne
476,Texas 25th District,U.S. Representative,"Williams, Roger",R,@RepRWilliams
477,Texas 26th District,U.S. Representative,"Burgess, Michael",R,@michaelcburgess
478,Texas 27th District,U.S. Representative,"Cloud, Michael",R,@RepCloudTX
479,Texas 28th District,U.S. Representative,"Cuellar, Henry",D,@RepCuellar
480,Texas 29th District,U.S. Representative,"Garcia, Sylvia",D,@RepSylviaGarcia
481,Texas 30th District,U.S. Representative,"Johnson, Eddie Bernice",D,@RepEBJ
482,Texas 31st District,U.S. Representative,"Carter, John",R,@JudgeCarter
483,Texas 32nd District,U.S. Representative,"Allred, Colin",D,@RepColinAllred
484,Texas 33rd District,U.S. Representative,"Veasey, Marc",D,@RepVeasey
485,Texas 34th District,U.S. Representative,"Vela, Filemon",D,@RepFilemonVela
486,Texas 35th District,U.S. Representative,"Doggett, Lloyd",D,@RepLloydDoggett
487,Texas 36th District,U.S. Representative,"Babin, Brian",R,@RepBrianBabin
488,Utah,U.S. Senator,"Lee, Mike",R,@SenMikeLee
489,Utah,U.S. Senator,"Romney, Mitt",R,@SenatorRomney
490,Utah 1st District,U.S. Representative,"Moore, Blake",R,@RepBlakeMoore
491,Utah 2nd District,U.S. Representative,"Stewart, Chris",R,@RepChrisStewart
492,Utah 3rd District,U.S. Representative,"Curtis, John R.",R,@RepJohnCurtis
493,Utah 4th District,U.S. Representative,"Owens, Burgess",R,@BurgessOwens
494,Vermont,U.S. Senator,"Leahy, Patrick",D, @SenatorLeahy
495,Vermont At-Large,U.S. Representative,"Welch, Peter",D,@PeterWelch
496,Virginia,U.S. Senator,"Warner, Mark",D,@MarkWarner
497,Virginia,U.S. Senator,"Kaine, Tim",D,@timkaine
498,Virginia 1st District,U.S. Representative,"Wittman, Robert J.",R,@RobWittman
499,Virginia 2nd District,U.S. Representative,"Luria, Elaine",D,@RepElaineLuria
500,Virginia 3rd District,U.S. Representative,"Scott, Robert C.",D,@BobbyScott
501,Virginia 4th District,U.S. Representative,"McEacchin, Donald",R,@Donald_McEachin
502,Virginia 5th District,U.S. Representative,"Good, Bob",R,@GoodForCongress
503,Virginia 6th District,U.S. Representative,"Cline, Ben",R,@RepBenCline
504,Virginia 7th District,U.S. Representative,"Spanberger, Abigail",D,@RepSpanberger
505,Virginia 8th District,U.S. Representative,"Beyer, Don",D,@RepDonBeyer
506,Virginia 9th District,U.S. Representative,"Griffith, Morgan",R,@RepMGriffith
507,Virginia 10th District,U.S. Representative,"Wexton, Jennifer",D,@RepWexton
508,Virginia 11th District,U.S. Representative,"Connolly, Gerald E. “Gerry”",D,@GerryConnolly
509,Virgin Islands At-Large,U.S. Representative,"Plaskett, Stacey",D,@StaceyPlaskett
510,Washington,U.S. Senator,"Murray, Patty",D,@PattyMurray
511,Washington,U.S. Senator,"Cantwell, Maria",D,@SenatorCantwell
512,Washington 1st District,U.S. Representative,"DelBene, Suzan",D,@RepDelBene
513,Washington 2nd District,U.S. Representative,"Larsen, Rick",D,@RepRickLarsen
514,Washington 3rd District,U.S. Representative,"Herrera Beutler, Jaime",R,@HerreraBeutler
515,Washington 4th District,U.S. Representative,"Newhouse, Dan",R,@RepNewhouse
516,Washington 5th District,U.S. Representative,"McMorris Rodgers, Cathy",R,@cathymcmorris
517,Washington 6th District,U.S. Representative,"Kilmer, Derek",D,@RepDerekKilmer
518,Washington 7th District,U.S. Representative,"Jayapal, Pramila",D,@PramilaJayapal
519,Washington 8th District,U.S. Representative,"Schrier, Kim",D,@RepKimSchrier
520,Washington 9th District,U.S. Representative,"Smith, Adam",D,@RepAdamSmith
521,Washington 10th District,U.S. Representative,"Strickland, Marilyn",D,@StricklandforWA
522,West Virginia,U.S. Senator,"Manchin, Joe",D,@Sen_JoeManchin
523,West Virginia,U.S. Senator,"Moore Capito, Shelley",R,@SenCapito
524,West Virginia 1st District,U.S. Representative,"McKinley, David",R,@RepMcKinley
525,West Virginia 2nd District,U.S. Representative,"Mooney, Alex",R,@RepAlexMooney
526,West Virginia 3rd District,U.S. Representative,"Miller, Carol",R,@RepCarolMiller
527,Wisconsin,U.S. Senator,"Johnson, Ron",R,@SenRonJohnson
528,Wisconsin,U.S. Senator,"Baldwin, Tammy",D,@SenatorBaldwin
529,Wisconsin 1st District,U.S. Representative,"Steil, Bryan",D,@RepBryanSteil
530,Wisconsin 2nd District,U.S. Representative,"Pocan, Mark",D,@repmarkpocan
531,Wisconsin 3rd District,U.S. Representative,"Kind, Ron",D,@RepRonKind
532,Wisconsin 4th District,U.S. Representative,"Moore, Gwen",D,@RepGwenMoore
533,Wisconsin 5th District,U.S. Representative,"Fitzgerald, Scott",R,@FitzgeraldForWI
534,Wisconsin 6th District,U.S. Representative,"Grothman, Glenn",R,@RepGrothman
535,Wisconsin 7th District,U.S. Representative,"Tiffany, Thomas",R,@TomTiffanyWI
536,Wisconsin 8th District,U.S. Representative,"Gallagher, Mike",R,@MikeforWI
537,Wyoming,U.S. Senator,"Lummis, Cynthia",R,@SenLummis
538,Wyoming,U.S. Senator,"Barrasso, John",R,@SenJohnBarrasso
539,Wyoming At-Large,U.S. Representative,"Cheney, Liz",R,@Liz_Cheney
